customer_number,campaign_period_sales,historical_sales_volume,date_of_first_purchase,number_of_prior_year_transactions,do_not_direct_mail_solicit,do_not_email,do_not_telemarket,repurchase_method,last_transaction_channel,desk,executive_chair,standard_chair,monitor,printer,computer,insurance,toner,office_supplies,number_of_employees,language,num_emp,cp_sales,years_as_customer,hist_sales_bin,hist_years_as_customer_bin,hist_transactions_bin,repurchase_method_AUTO RENEW,repurchase_method_NOTICE,repurchase_method_PAYMENT PLAN,last_transaction_channel_AUTO RENEW,last_transaction_channel_BILLING,last_transaction_channel_BRANCH (PHONE),last_transaction_channel_BRANCH (POS),last_transaction_channel_IT,last_transaction_channel_MAIL,last_transaction_channel_NONE,last_transaction_channel_PHONE,last_transaction_channel_WEB,num_emp_avg_3,num_emp_avg_8,num_emp_avg_25,num_emp_avg_75,num_emp_avg_300,num_emp_avg_500,sale_1319.313_to_155862.72,sale_155862.72_to_303035.2,sale_303035.2_to_517717.2,sale_517717.26_to_929078.857,sale_929078.857_to_34412125.8,Years_0-10,Years_11-20,Years_21-30,Years_30-40,Years_40-50,Years_50+,Transactions_0-5,Transactions_6-10,Transactions_11-15,Transactions_16-20,Transactions_21-25,Transactions_25+,probs,success_pred
9881680,0.0,408844.8000000001,2007-09-11,21,0.0,0.0,0.0,AUTO RENEW,AUTO RENEW,0,0,0,0,0,0,0,0,1,11-50,English,25,0,12,sale_303035.2_to_517717.2,11-20,21-25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.7359761418980126,0
9881852,64.73333333333333,17801.666666666668,1992-09-01,11,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,1-5,English,3,1,27,sale_1319.313_to_155862.72,21-30,11-15,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.7867208315524604,0
9887544,301.1466666666667,476112.88000000006,1981-08-01,17,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,11-50,English,25,1,38,sale_303035.2_to_517717.2,30-40,16-20,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.7877590512456912,0
9890852,0.0,38457.81333333333,1991-07-01,2,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,11-50,English,25,0,28,sale_1319.313_to_155862.72,21-30,0-5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.9014034017021706,0
9891575,207.29523809523806,235072.8,1979-11-15,18,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,6-10,English,8,1,40,sale_155862.72_to_303035.2,30-40,16-20,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.7660294089070201,0
9896957,0.0,389972.91666666657,1993-04-15,1,0.0,0.0,0.0,AUTO RENEW,AUTO RENEW,0,0,0,0,0,0,0,0,0,NONE,NONE,8,0,26,sale_303035.2_to_517717.2,21-30,0-5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.8566707340377189,0
9902364,0.0,894558.6,1990-09-01,2,0.0,0.0,0.0,AUTO RENEW,AUTO RENEW,0,1,0,0,0,0,0,0,0,NONE,NONE,8,0,29,sale_517717.26_to_929078.857,21-30,0-5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.8676157416568855,0
9902997,142.85714285714286,366428.5714285714,1972-12-25,19,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,6-10,English,8,1,47,sale_303035.2_to_517717.2,40-50,16-20,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.20036382444167156,1
9906286,1563.9,60992.10000000001,2012-03-15,28,0.0,0.0,0.0,AUTO RENEW,PHONE,0,0,0,0,0,0,0,0,0,NONE,NONE,8,1,7,sale_1319.313_to_155862.72,0-10,25+,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.39170785262069985,1
9906703,0.0,658967.1771428572,1997-05-01,18,0.0,0.0,0.0,AUTO RENEW,WEB,1,0,0,0,0,0,0,0,1,6-10,English,8,0,22,sale_517717.26_to_929078.857,21-30,16-20,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.7378297215745937,0
9907627,187.4476190476191,182199.08571428576,1995-07-01,9,0.0,0.0,0.0,NOTICE,WEB,0,0,0,0,0,0,0,0,1,6-10,English,8,1,24,sale_155862.72_to_303035.2,21-30,6-10,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.8517162527925621,0
9908474,0.0,231876.8,1990-01-15,20,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,1-5,English,3,0,29,sale_155862.72_to_303035.2,21-30,16-20,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.7756125843375593,0
9910465,145.23600000000005,264184.28400000004,1969-02-01,17,0.0,0.0,0.0,AUTO RENEW,AUTO RENEW,0,0,0,0,0,0,0,0,1,1-5,English,3,1,50,sale_155862.72_to_303035.2,40-50,16-20,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.14756481842382352,1
9910545,0.0,3015872.5333333337,1986-07-01,17,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,500+,English,500,0,33,sale_929078.857_to_34412125.8,30-40,16-20,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.8637275058503227,0
9912246,0.0,2577766.1,1997-11-15,17,0.0,0.0,0.0,AUTO RENEW,AUTO RENEW,1,0,0,0,0,0,0,0,0,500+,English,500,0,22,sale_929078.857_to_34412125.8,21-30,16-20,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.7616858538240027,0
9912916,442.624,957395.7120000002,1980-12-15,21,0.0,0.0,0.0,AUTO RENEW,AUTO RENEW,0,0,0,0,0,0,0,0,1,11-50,English,25,1,39,sale_929078.857_to_34412125.8,30-40,21-25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.8236799838455195,0
9914183,1477.333333333333,395925.33333333326,1993-06-15,4,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,0,NONE,NONE,8,1,26,sale_303035.2_to_517717.2,21-30,0-5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.8841439868863807,0
9914630,0.0,538802.0,1996-09-01,22,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,51-100,English,75,0,23,sale_517717.26_to_929078.857,21-30,21-25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8267057015315719,0
9915173,479.48333333333335,647302.5,1979-10-01,9,0.0,0.0,0.0,AUTO RENEW,AUTO RENEW,0,0,0,0,0,0,0,0,0,NONE,NONE,8,1,40,sale_517717.26_to_929078.857,30-40,6-10,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8084448459850639,0
9916403,0.0,105102.5,1987-10-15,3,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,0,NONE,NONE,8,0,32,sale_1319.313_to_155862.72,30-40,0-5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.8480503688941046,0
9916933,0.0,304011.0,1997-10-01,17,0.0,1.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,51-100,English,75,0,22,sale_303035.2_to_517717.2,21-30,16-20,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.796688425074132,0
9921290,0.0,856304.457142857,1995-12-01,23,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,6-10,English,8,0,24,sale_517717.26_to_929078.857,21-30,21-25,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8267057015315719,0
9921901,0.0,392895.36,1995-04-15,18,0.0,0.0,0.0,AUTO RENEW,AUTO RENEW,0,0,0,0,0,0,0,0,1,6-10,English,8,0,24,sale_303035.2_to_517717.2,21-30,16-20,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.754241142118364,0
9923424,0.0,521062.08,1997-04-01,18,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,1,0,1,1-5,English,3,0,22,sale_517717.26_to_929078.857,21-30,16-20,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.8246009767892372,0
9928287,0.0,690030.6000000001,2014-10-21,18,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,51-100,English,75,0,5,sale_517717.26_to_929078.857,0-10,16-20,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.810235286904745,0
9929794,0.0,679270.9,1983-12-15,19,0.0,0.0,0.0,NOTICE,WEB,0,0,0,0,0,0,0,0,1,51-100,English,75,0,36,sale_517717.26_to_929078.857,30-40,16-20,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.7976127797885391,0
9936629,0.0,227896.5,1997-03-01,5,0.0,0.0,0.0,AUTO RENEW,PHONE,0,0,0,0,0,0,0,0,1,101-500,English,300,0,22,sale_155862.72_to_303035.2,21-30,0-5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.8602463964623239,0
9938568,0.0,1976546.0,2016-05-11,15,0.0,0.0,0.0,NOTICE,WEB,0,0,0,0,0,0,0,0,1,101-500,English,300,0,3,sale_929078.857_to_34412125.8,0-10,11-15,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.8296752456025651,0
9940070,0.0,59341.568,1989-09-01,8,0.0,0.0,0.0,AUTO RENEW,BRANCH (PHONE),0,0,0,0,0,0,0,0,1,1-5,English,3,0,30,sale_1319.313_to_155862.72,21-30,6-10,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.7677476894060845,0
9940521,380.4761904761905,856071.4285714284,2006-05-15,15,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,6-10,English,8,1,13,sale_517717.26_to_929078.857,11-20,11-15,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.8368788334024984,0
9943920,0.0,454407.36,2006-08-09,22,0.0,0.0,0.0,NOTICE,NONE,0,0,0,0,0,0,0,0,1,11-50,English,25,0,13,sale_303035.2_to_517717.2,11-20,21-25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.804719460182131,0
9944629,182.05714285714288,43693.71428571429,1974-10-15,16,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,6-10,English,8,1,45,sale_1319.313_to_155862.72,40-50,16-20,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.16210494557987332,1
9945491,0.0,365724.84,1992-01-01,15,0.0,0.0,0.0,AUTO RENEW,WEB,0,1,0,0,0,0,0,0,1,51-100,English,75,0,27,sale_303035.2_to_517717.2,21-30,11-15,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.7342076499486805,0
9946468,0.0,137543.4666666667,1992-02-15,7,0.0,0.0,0.0,AUTO RENEW,AUTO RENEW,0,0,0,0,0,0,0,0,1,11-50,English,25,0,27,sale_1319.313_to_155862.72,21-30,6-10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.8164866088247041,0
9952657,0.0,294220.0,1989-02-15,20,0.0,0.0,0.0,NOTICE,WEB,0,0,0,0,0,0,0,0,1,1-5,English,3,0,30,sale_155862.72_to_303035.2,21-30,16-20,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.7536430473435746,0
9952687,0.0,3125391.360000001,1997-04-15,26,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,1,1,11-50,English,25,0,22,sale_929078.857_to_34412125.8,21-30,25+,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.7367327008152071,0
9955799,0.0,690034.2857142858,1980-07-15,15,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,6-10,English,8,0,39,sale_517717.26_to_929078.857,30-40,11-15,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.8444550268631708,0
9957104,368.9371428571428,764068.8228571428,1995-02-15,19,0.0,1.0,0.0,NOTICE,MAIL,0,1,0,0,0,0,0,0,1,6-10,English,8,1,24,sale_517717.26_to_929078.857,21-30,16-20,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.8112043986829279,0
9957687,0.0,750647.5,1997-07-01,5,0.0,1.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,0,NONE,NONE,8,0,22,sale_517717.26_to_929078.857,21-30,0-5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.9015337701783335,0
9960637,1585.6,938675.2,2017-08-01,8,0.0,1.0,0.0,NOTICE,PHONE,1,0,0,0,0,0,0,0,1,NONE,NONE,8,1,2,sale_929078.857_to_34412125.8,0-10,6-10,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0.9115506500991947,0
9961661,0.0,84165.94285714286,1984-09-01,18,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,6-10,English,8,0,35,sale_1319.313_to_155862.72,30-40,16-20,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.7413204932530688,0
9963483,0.0,266065.0666666667,1974-07-15,20,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,11-50,English,25,0,45,sale_155862.72_to_303035.2,40-50,16-20,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.1810178024043072,1
9964164,0.0,156411.3333333333,2013-04-05,1,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,0,NONE,NONE,8,0,6,sale_155862.72_to_303035.2,0-10,0-5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.8594259724761034,0
9964297,0.0,287263.4285714286,2015-04-28,22,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,6-10,English,8,0,4,sale_155862.72_to_303035.2,0-10,21-25,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.761078974889045,0
9966734,0.0,348630.18666666665,1992-06-01,22,0.0,0.0,0.0,NOTICE,WEB,0,0,0,0,0,0,0,0,1,1-5,English,3,0,27,sale_303035.2_to_517717.2,21-30,21-25,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.7787167243213526,0
9970955,0.0,68830.66666666669,2012-10-03,11,0.0,0.0,0.0,AUTO RENEW,AUTO RENEW,0,0,0,0,0,0,0,0,1,6-10,English,8,0,7,sale_1319.313_to_155862.72,0-10,11-15,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.7240443449315931,0
9971132,0.0,758983.6800000002,2014-11-06,21,0.0,0.0,0.0,AUTO RENEW,AUTO RENEW,0,0,0,0,0,0,0,0,1,6-10,English,8,0,5,sale_517717.26_to_929078.857,0-10,21-25,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.772379884329576,0
9972190,0.0,664872.8914285714,1996-06-01,27,0.0,0.0,0.0,AUTO RENEW,AUTO RENEW,0,0,0,0,0,0,0,0,1,6-10,English,8,0,23,sale_517717.26_to_929078.857,21-30,25+,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6453541344414108,0
9975532,0.0,301342.17142857146,1996-04-15,24,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,6-10,English,8,0,23,sale_155862.72_to_303035.2,21-30,21-25,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.7781469970932029,0
9978519,0.0,142326.85714285716,1988-07-01,18,0.0,0.0,0.0,NOTICE,WEB,0,0,0,0,0,0,0,0,1,6-10,English,8,0,31,sale_1319.313_to_155862.72,30-40,16-20,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.717217573382102,0
9979172,0.0,182565.24,1992-02-15,15,1.0,0.0,0.0,AUTO RENEW,AUTO RENEW,0,0,0,0,0,0,0,0,1,1-5,English,3,0,27,sale_155862.72_to_303035.2,21-30,11-15,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.7674718981143976,0
9983077,0.0,1252544.7999999998,1990-04-15,8,0.0,1.0,0.0,AUTO RENEW,AUTO RENEW,0,0,0,0,0,0,0,0,0,NONE,NONE,8,0,29,sale_929078.857_to_34412125.8,21-30,6-10,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.8546852514306482,0
9986761,0.0,364659.53333333327,1995-10-15,22,1.0,1.0,1.0,NOTICE,MAIL,0,0,1,0,0,0,1,0,1,51-100,English,75,0,24,sale_303035.2_to_517717.2,21-30,21-25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.5377117422530581,0
9987950,0.0,660777.3714285715,1984-11-01,17,0.0,1.0,0.0,NOTICE,WEB,0,0,0,0,0,0,0,0,1,6-10,English,8,0,35,sale_517717.26_to_929078.857,30-40,16-20,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.7976127797885391,0
9990954,562.1373333333332,557640.2346666667,1991-11-15,16,0.0,0.0,0.0,AUTO RENEW,AUTO RENEW,1,0,0,0,0,0,1,0,1,1-5,English,3,1,28,sale_517717.26_to_929078.857,21-30,16-20,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.7769876099871779,0
9991386,0.0,581020.6071428572,1971-06-15,15,0.0,0.0,0.0,AUTO RENEW,AUTO RENEW,1,0,0,0,0,0,0,0,0,6-10,English,8,0,48,sale_517717.26_to_929078.857,40-50,11-15,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.14897717997967008,1
9992154,0.0,486696.4,1997-04-01,19,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,6-10,English,8,0,22,sale_303035.2_to_517717.2,21-30,16-20,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.796688425074132,0
10000503,0.0,332565.66666666674,1995-10-01,1,1.0,1.0,1.0,NOTICE,BRANCH (PHONE),0,0,0,0,0,0,0,0,0,NONE,NONE,8,0,24,sale_303035.2_to_517717.2,21-30,0-5,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.8613469029849915,0
10011811,0.0,35800.75,1995-12-01,1,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,1,0,0,51-100,NONE,75,0,24,sale_1319.313_to_155862.72,21-30,0-5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.8549103599479101,0
10014818,244.48,394101.76,1994-08-15,13,0.0,0.0,0.0,NOTICE,WEB,0,0,0,0,0,0,0,0,1,11-50,English,25,1,25,sale_303035.2_to_517717.2,21-30,11-15,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.808726538074702,0
10016553,0.0,381162.85714285716,1987-04-01,18,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,6-10,English,8,0,32,sale_303035.2_to_517717.2,30-40,16-20,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.7877590512456912,0
10016625,0.0,136584.6666666667,1989-11-01,19,0.0,0.0,0.0,NOTICE,WEB,0,0,0,0,0,0,0,0,1,1-5,English,3,0,30,sale_1319.313_to_155862.72,21-30,16-20,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.7280903638703187,0
10018141,298.0266666666667,388030.72,1981-03-01,21,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,1-5,English,3,1,38,sale_303035.2_to_517717.2,30-40,21-25,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.790193383033414,0
10022223,0.0,315370.4400000001,1990-02-01,21,0.0,1.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,1-5,English,3,0,29,sale_303035.2_to_517717.2,21-30,21-25,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.7990464660241627,0
10023049,0.0,40060.0,1987-12-01,1,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,0,NONE,NONE,8,0,32,sale_1319.313_to_155862.72,30-40,0-5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.8480503688941046,0
10023327,0.0,1019655.0,1983-04-15,9,0.0,0.0,0.0,AUTO RENEW,NONE,0,0,0,0,0,0,0,0,0,NONE,NONE,8,0,36,sale_929078.857_to_34412125.8,30-40,6-10,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.854802604504132,0
10027843,0.0,998492.0,1995-11-15,22,1.0,0.0,0.0,NOTICE,NONE,0,0,0,0,0,0,0,0,1,6-10,English,8,0,24,sale_929078.857_to_34412125.8,21-30,21-25,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.8793865426099977,0
10031367,0.0,222593.36666666667,1990-11-01,1,0.0,1.0,0.0,AUTO RENEW,WEB,1,0,0,0,0,0,0,0,0,NONE,NONE,8,0,29,sale_155862.72_to_303035.2,21-30,0-5,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.8011837967695837,0
10035560,0.0,331871.19999999995,2011-02-09,6,0.0,1.0,0.0,NOTICE,BRANCH (PHONE),0,0,0,0,0,0,0,0,1,51-100,English,75,0,8,sale_303035.2_to_517717.2,0-10,6-10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.844705738273229,0
10036933,0.0,226550.61333333328,1988-01-01,23,0.0,0.0,0.0,NOTICE,WEB,0,0,0,0,0,0,0,0,1,1-5,English,3,0,31,sale_155862.72_to_303035.2,30-40,21-25,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.7462109241595783,0
10037250,0.0,850134.4,2009-12-21,16,0.0,0.0,0.0,NOTICE,PHONE,0,0,0,0,0,0,0,0,1,51-100,English,75,0,10,sale_517717.26_to_929078.857,0-10,16-20,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.8146276110088247,0
10038299,0.0,160816.76190476192,2003-10-02,16,1.0,0.0,1.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,6-10,English,8,0,16,sale_155862.72_to_303035.2,11-20,16-20,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.7557382293415996,0
